Temperature,Strategy,Score,Model,Control,Words
Mid,Original Instructions,,Randomization,Randomization,"['barmiest', 'phonologies', 'unstably', 'mispatballible', 'technographers', 'prudery', 'microsequencing', 'outcyclobenzaprination', 'gluer', 'medusas']"
Mid,Original Instructions,,Randomization,Randomization,"['pseudostigma', 'missushially', 'riddim', 'overfettuciniations', 'kneaded', 'well-connected', 'ignoblenesses', 'inflamed', 'elevenfold', 'botty']"
Mid,Original Instructions,,Randomization,Randomization,"['stodginess', 'bloggers', 'zolpidemible', 'glottalization', 'racketeer', 'outpalaeoichnologyible', 'breaded', 'goalballer', 'saddlebacks', 'ascriptionation']"
Mid,Original Instructions,,Randomization,Randomization,"['falseness', 'defibrillator', 'acids', 'overgradience', 'underwent', 'misbenchworkally', 'urbanised', 'overiodinible', 'bumbling', 'autocorrelating']"
Mid,Original Instructions,,Randomization,Randomization,"['outpanentheismations', 'miswhoredom', 'revolutionaries', 'crudity', 'descry', 'bottlebrushes', 'overspirulinaation', 'ondansetronably', 'teratogenic', 'leiomyoma']"
Mid,Original Instructions,,Randomization,Randomization,"['exigence', 'overcitronylally', 'ubuntu', 'prematch', 'imaged', 'sciences', 'miselectrosurgeriser', 'butcherers', 'outethanations', 'blokish']"
Mid,Original Instructions,84.98988544713978,Randomization,Randomization,"['smoochy', 'kiddingly', 'clitorides', 'disassembly', 'plagiarizes', 'outbudesonidation', 'backhanders', 'outransomwarably', 'bioproducts', 'outethylenediaminably']"
Mid,Original Instructions,,Randomization,Randomization,"['outgermaphobiaably', 'schema', 'overtripativeness', 'outclandestiniticativeness', 'outspelteriser', 'inculpable', 'scuttling', 'dispels', 'viralitications', 'aerodynamics']"
Mid,Original Instructions,,Randomization,Randomization,"['outvulcanologication', 'neonomians', 'livelongs', 'zolpidemation', 'pigments', 'outfluxing', 'epifaunal', 'nervinesses', 'diamonded', 'outnoctambulismation']"
Mid,Original Instructions,87.04735914896847,Randomization,Randomization,"['privatenesses', 'mislicoriciser', 'scandalise', 'exasperates', 'toyboy', 'homoerotic', 'lumpectomies', 'bioscience', 'semicircular', 'premiering']"
Mid,Original Instructions,,Randomization,Randomization,"['mitigations', 'lexicographically', 'chadors', 'misdefensibilityry', 'outnorethindronativeness', 'outbromocriptinably', 'shootouts', 'overgradiencery', 'joyridden', 'overorthopraxisible']"
Mid,Original Instructions,,Randomization,Randomization,"['superstore', 'teletype', 'ruminatively', 'overinflationism', 'eyewitnesses', 'idempotence', 'telepathizing', 'overbipedalitisability', 'carpi', 'overgenisteinisable']"
Mid,Original Instructions,89.28704472338819,Randomization,Randomization,"['burnable', 'gentlewoman', 'moussing', 'sanitizers', 'miscybersmuttally', 'rationalizer', 'underlip', 'hurling', 'lychgates', 'faultfinder']"
Mid,Original Instructions,,Randomization,Randomization,"['astrophotographer', 'misatonalismisable', 'arrowing', 'during', 'acrimonious', 'misduloxetinible', 'verge', 'overerotomaniatiser', 'ethanolic', 'misgeodatations']"
Mid,Original Instructions,94.4590838484145,Randomization,Randomization,"['offers', 'sympathized', 'corpsman', 'overcyclizinisers', 'draftsmen', 'supercars', 'momentously', 'misahimsatisability', 'overarboreality', 'clustering']"
Mid,Original Instructions,,Randomization,Randomization,"['poncho', 'enzymologisable', 'flame-proofing', 'instantiates', 'defeats', 'pathetic', 'misubiquitismally', 'misbadwarations', 'outchlordiazepoxidery', 'outstarshinible']"
Mid,Original Instructions,,Randomization,Randomization,"['debunker', 'glossing', 'dodders', 'overclandestinitication', 'amenabilities', 'industrializes', 'bagwashation', 'seiner', 'palatability', 'naans']"
Mid,Original Instructions,,Randomization,Randomization,"['mislaceworkations', 'overequalitarianismible', 'overgrapeshot', 'technology', 'service', 'overestablishmentarianismally', 'troops', 'adrenalinably', 'posthumous', 'overlabradoritisability']"
Mid,Original Instructions,94.04036925035625,Randomization,Randomization,"['caramelising', 'cruisers', 'aorist', 'overomnificenctiveness', 'cavities', 'outrageousnesses', 'fullerites', 'exeats', 'star', 'scrips']"
Mid,Original Instructions,89.24534156421774,Randomization,Randomization,"['scamps', 'magniloquent', 'trireme', 'mottling', 'misataraxication', 'holiness', 'botryolitation', 'guardee', 'bullring', 'shoreline']"
Mid,Original Instructions,,Randomization,Randomization,"['placental', 'predicatively', 'biowarfarations', 'outnoises', 'home-making', 'disfavoring', 'dishy', 'newspeakativeness', 'roistering', 'misfluvoxaminisability']"
Mid,Original Instructions,94.04849833541809,Randomization,Randomization,"['repackaged', 'intended', 'customizer', 'secy', 'visual', 'signature', 'duple', 'penances', 'harvesting', 'practices']"
Mid,Original Instructions,88.17563631957212,Randomization,Randomization,"['beribboned', 'contraindicate', 'misendogamication', 'toecap', 'liveries', 'lacteal', 'clearance', 'miscredentialismably', 'slave-driven', 'rebrands']"
Mid,Original Instructions,,Randomization,Randomization,"['plafonds', 'derivate', 'rampancisers', 'explorers', 'sobrieties', 'overwakammation', 'beclomethasonativeness', 'outwash', 'textile', 'hackling']"
Mid,Original Instructions,89.08484932986472,Randomization,Randomization,"['glucose', 'pinging', 'jerkin', 'jadedly', 'hitchhike', 'dirtied', 'cavalries', 'unknowing', 'overchlordiazepoxidiser', 'acetylenes']"
Mid,Original Instructions,,Randomization,Randomization,"['solidities', 'punctuates', 'scribbled', 'endothermism', 'concaver', 'lubberly', 'overabsurdismativeness', 'misstardustisable', 'applotment', 'antipersonnel']"
Mid,Original Instructions,,Randomization,Randomization,"['outciclesonidations', 'liberalism', 'splendidly', 'yakisobatisability', 'lodgings', 'overpreadolescenceably', 'leaguers', 'scallops', 'poorness', 'rarenesses']"
Mid,Original Instructions,90.94848739149428,Randomization,Randomization,"['lauric', 'sunniest', 'soliloquising', 'sharped', 'misfumagible', 'spermatogonium', 'militaristic', 'ironing', 'goodlier', 'neuropsychiatrist']"
Mid,Original Instructions,91.83380403070154,Randomization,Randomization,"['syntagm', 'misendemicitication', 'polymorphic', 'undersigned', 'underinvest', 'unappeased', 'analytically', 'shock', 'semitrailer', 'precociousness']"
Mid,Original Instructions,,Randomization,Randomization,"['hookworm', 'outaftergrassisable', 'livered', 'misantigravitiably', 'aortas', 'gadgets', 'showroomers', 'homelands', 'rosalinisability', 'impanel']"
Mid,Original Instructions,,Randomization,Randomization,"['disestablish', 'overnutritionativeness', 'outcelecoxibisability', 'cherish', 'lovemaking', 'overoligophagy', 'stipendiaries', 'plenitudes', 'caginesses', 'stuntednesses']"
Mid,Original Instructions,94.64362296223455,Randomization,Randomization,"['overglutaraldehydally', 'demoting', 'bloodthirstiness', 'cropper', 'archaeomagnetismally', 'proofread', 'exquisite', 'redefconations', 'media', 'remainders']"
Mid,Original Instructions,,Randomization,Randomization,"['fearfuller', 'keratotomy', 'regaling', 'elevations', 'elenchus', 'overxanthopsia', 'recolonize', 'unspirituality', 'multilingual', 'edelweissation']"
Mid,Original Instructions,,Randomization,Randomization,"['exfoliating', 'pc', 'dazednesses', 'trompes', 'agonisingly', 'disgruntle', 'lickers', 'psilophyte', 'clandestinitisable', 'buckler']"
Mid,Original Instructions,88.92158579723146,Randomization,Randomization,"['persistency', 'heredity', 'imaginatively', 'misdramaturgications', 'actualising', 'wryest', 'pitheads', 'musket', 'rouges', 'equities']"
Mid,Original Instructions,,Randomization,Randomization,"['outneutroniisability', 'footworks', 'co-ally', 'outequalitarianismible', 'hazier', 'mislabradoritisability', 'outsulfamethoxazole', 'glarginisable', 'phosphotungstic', 'intracity']"
Mid,Original Instructions,,Randomization,Randomization,"['chemigraphy', 'demi-monde', 'nudged', 'surrally', 'oversalted', 'gasher', 'dowagers', 'monosyllabic', 'imperially', 'misaffinitionally']"
Mid,Original Instructions,,Randomization,Randomization,"['mistimpaniisable', 'archdeaconry', 'gcdably', 'landslid', 'subsystems', 'sceneries', 'mid-deep', 'gonks', 'cads', 'derisively']"
Mid,Original Instructions,89.79100501462321,Randomization,Randomization,"['outendemismally', 'quirt', 'misantihydrogenible', 'glochid', 'neddy', 'skeptics', 'hoaxer', 'appeasers', 'fecundity', 'lighting']"
Mid,Original Instructions,,Randomization,Randomization,"['beamer', 'pyrrhotitory', 'bruxismiser', 'injuriousness', 'sweets', 'misritonavirations', 'hopelessnesses', 'premonitory', 'pawnbroking', 'reformulates']"
Mid,Original Instructions,,Randomization,Randomization,"['anatomised', 'chimers', 'outfenugreekiser', 'piousnesses', 'waggish', 'outarmipotencisability', 'reliving', 'overgochujangisable', 'yttriumativeness', 'overacetazolamide']"
Mid,Original Instructions,91.38561025341502,Randomization,Randomization,"['unbloodied', 'cyberracismations', 'monopolization', 'overclandestiniticativeness', 'hipped', 'noisettes', 'immunocytochemistry', 'abnormalities', 'warnings', 'glycerols']"
Mid,Original Instructions,93.62475307139174,Randomization,Randomization,"['misbaccyible', 'mech', 'inconceivability', 'avicultural', 'menstruates', 'spectrophotometriably', 'overaerotropismativeness', 'coaches', 'trepanning', 'spurious']"
Mid,Original Instructions,,Randomization,Randomization,"['pejorists', 'reflectance', 'purposed', 'spied', 'outbiomorphismible', 'left-clicks', 'gastroscopy', 'mateynesses', 'outfilmdomation', 'highchair']"
Mid,Original Instructions,91.10109150876036,Randomization,Randomization,"['regrets', 'archiepiscopal', 'spurted', 'fleawort', 'leviathan', 'obedientiary', 'backfiring', 'cragsmen', 'advises', 'powwows']"
Mid,Original Instructions,,Randomization,Randomization,"['gleams', 'choirgirls', 'mislevocetirizinible', 'misknitbonation', 'muckier', 'miscamostatably', 'seediness', 'guardant', 'custodes', 'quercetin']"
Mid,Original Instructions,,Randomization,Randomization,"['hastening', 'metagenomicsion', 'disgustedly', 'measured', 'durians', 'misacanthitisability', 'enshrouds', 'guffaw', 'modafinillativeness', 'deutocerebra']"
Mid,Original Instructions,,Randomization,Randomization,"['mythologise', 'sexine', 'photos', 'megafauna', 'misprochlorperazinisability', 'outtruculencible', 'mouser', 'meany', 'ingcdisability', 'undercards']"
Mid,Original Instructions,,Randomization,Randomization,"['jackassing', 'haphephobia', 'inset', 'triples', 'invalidated', 'backscrollativeness', 'warmers', 'pillaged', 'blacklist', 'gaydomible']"
Mid,Original Instructions,,Randomization,Randomization,"['outradiotoxicitisability', 'romanticising', 'outdicyclominible', 'nulla', 'exuded', 'freighter', 'non-democratic', 'surenesses', 'bancassurer', 'typically']"
Mid,Original Instructions,97.13037040576722,Randomization,Randomization,"['arras', 'cyberjournalismible', 'marination', 'clinginesses', 'squirting', 'decommissioned', 'dendritic', 'yarns', 'forecaster', 'overeurocreepation']"
Mid,Original Instructions,84.83725641719585,Randomization,Randomization,"['hyperactively', 'fumigating', 'boosted', 'egoistic', 'hurriedly', 'dolloped', 'medics', 'antisocialitication', 'overlevofloxacinisable', 'rites']"
Mid,Original Instructions,,Randomization,Randomization,"['outdetemirisable', 'commissarial', 'foregrounded', 'meatinesses', 'halothanes', 'sarcomeres', 'suspensories', 'astronautical', 'quondamly', 'cyclize']"
Mid,Original Instructions,,Randomization,Randomization,"['codger', 'mayorship', 'lackadaisicalnesses', 'lip-reads', 'nitrifies', 'downburst', 'unwavering', 'palates', 'outwasabially', 'previous']"
Mid,Original Instructions,,Randomization,Randomization,"['apparently', 'piercers', 'publisher', 'pinyons', 'crankpin', 'ideographic', 'cyberutopians', 'jobwork', 'outgerontophiliativeness', 'tsukemono']"
Mid,Original Instructions,,Randomization,Randomization,"['outfrogspawnally', 'yelp', 'overcybersickness', 'riven', 'shadowbox', 'archaeoastronomer', 'intercalates', 'clanker', 'acroblasts', 'avenues']"
Mid,Original Instructions,,Randomization,Randomization,"['consents', 'denaturalised', 'potbelly', 'overloading', 'republished', 'whizz-kid', 'atelier', 'jabberings', 'epochally', 'kittenishly']"
Mid,Original Instructions,,Randomization,Randomization,"['geog', 'intercorrelate', 'gamines', 'run', 'outcisplatination', 'mummification', 'reimbursability', 'fearlessly', 'exoplanetary', 'misbitrotible']"
Mid,Original Instructions,,Randomization,Randomization,"['metricizes', 'perimetrium', 'classically', 'titans', 'ratifiability', 'vaccinates', 'overintersexuality', 'summoners', 'bogeyman', 'stows']"
Mid,Original Instructions,96.28252344964748,Randomization,Randomization,"['farmer', 'bindery', 'regauge', 'unironically', 'research', 'criminalize', 'checkpoint', 'futons', 'eddied', 'cyberracismisability']"
Mid,Original Instructions,84.50533181298803,Randomization,Randomization,"['hawkweeds', 'outbotulinumations', 'aught', 'dozinesses', 'punishments', 'adjudicate', 'interloper', 'catechisms', 'mummifying', 'mycelium']"
Mid,Original Instructions,,Randomization,Randomization,"['republishing', 'orbiter', 'misstaffagisers', 'maundering', 'inched', 'mistrisodiisable', 'vanishes', 'overstarchitecturations', 'uproar', 'misagamospermially']"
Mid,Original Instructions,,Randomization,Randomization,"['homophones', 'fluconazolativeness', 'skank', 'outpathetismible', 'pleiotropy', 'calendering', 'nab', 'swing', 'queenlier', 'overchemiluminescencisability']"
Mid,Original Instructions,84.31596398441134,Randomization,Randomization,"['precessed', 'psychometricians', 'consubstantiality', 'nonfat', 'hematopathology', 'joyridden', 'passivating', 'miselectrofulgurationisable', 'excusably', 'catalyzed']"
Mid,Original Instructions,,Randomization,Randomization,"['charmless', 'miselectrometrially', 'epithetic', 'outsugarcanible', 'misdieselpunkably', 'giveable', 'coyotes', 'goldcrests', 'pantile', 'kills']"
Mid,Original Instructions,,Randomization,Randomization,"['overbiopiracication', 'overtamoxifeniser', 'serviceberries', 'leisurewearially', 'epithetically', 'rends', 'radiosensitized', 'overcisplatinations', 'outdiphenylaminechlorarsination', 'non-axonemal']"
Mid,Original Instructions,88.11365406377669,Randomization,Randomization,"['discerned', 'disgruntled', 'mismoralismisability', 'offences', 'twistors', 'broacher', 'sportscasts', 'reactionism', 'grouper', 'admonished']"
Mid,Original Instructions,,Randomization,Randomization,"['complicatedness', 'misoxybutyninally', 'imposing', 'catalases', 'outreflectometrications', 'overcybernetics', 'oxoniums', 'balances', 'aerated', 'adiposible']"
Mid,Original Instructions,,Randomization,Randomization,"['remiss', 'dibenzodioxins', 'picaresque', 'laevorotation', 'appropriation', 'mutilate', 'spandexisability', 'disorientation', 'misneuroendocrinologications', 'waltzed']"
Mid,Original Instructions,,Randomization,Randomization,"['moneyed', 'economised', 'nincompoops', 'immunomodulatory', 'misnihilityible', 'overoxcarbazepinisability', 'fallowing', 'overchemophobia', 'overafterdampisability', 'redeemable']"
Mid,Original Instructions,,Randomization,Randomization,"['scalloping', 'chiropractic', 'spacings', 'overpanspermiaably', 'connoirally', 'hypomagnesaemic', 'glade', 'misnousation', 'coiffuring', 'ethnographers']"
Mid,Original Instructions,,Randomization,Randomization,"['greensticks', 'forescript', 'granulomatous', 'misreserpinery', 'tricorns', 'outnumbered', 'overcinephiliatisable', 'misexophthalmusations', 'reassignment', 'patentor']"
Mid,Original Instructions,92.91074228813791,Randomization,Randomization,"['interestedly', 'overballasted', 'reviewers', 'wigwag', 'overrubidiumativeness', 'high-rise', 'privatize', 'marooners', 'deductively', 'legwarmers']"
Mid,Original Instructions,90.63304269812052,Randomization,Randomization,"['breathlessness', 'deskills', 'baccarat', 'graze', 'minehunter', 'overtimpaniry', 'scaffolds', 'describable', 'kickstarting', 'unenforcible']"
Mid,Original Instructions,,Randomization,Randomization,"['faceache', 'gibbet', 'ligneous', 'palaeoclimatologists', 're-sort', 'averseness', 'mistypicalitisability', 'deactivate', 'communist', 'cyclobenzaprination']"
Mid,Original Instructions,,Randomization,Randomization,"['dehumanising', 'contrabandist', 'hieroglyphic', 'multidialectal', 'cliticizing', 'adwarisable', 'singulars', 'non-communicable', 'outrubidiisability', 'bowies']"
Mid,Original Instructions,87.75281203453935,Randomization,Randomization,"['shagging', 'frontbenchers', 'mislacewoodations', 'harnessed', 'ethnobotanists', 'outgasolinisable', 'overfieldcraftations', 'bobolinks', 'mils', 'voice-band']"
Mid,Original Instructions,82.65303699011164,Randomization,Randomization,"['complainer', 'overatenolollativeness', 'premillennialist', 'snowbank', 'rarefy', 'outpadaukativeness', 'jet-setting', 'threadbare', 'showband', 'overprecompensationations']"
Mid,Original Instructions,87.8721244258792,Randomization,Randomization,"['furacious', 'leftwards', 'tedium', 'blimp', 'non-irritating', 'demonological', 'bicyclic', 'definitional', 'caldarium', 'septation']"
Mid,Original Instructions,88.97324732935091,Randomization,Randomization,"['foam', 'aesthetically', 'overatompunkisability', 'dye', 'naively', 'overradiothorium', 'ignominy', 'joyous', 'lichened', 'nonrefundable']"
Mid,Original Instructions,94.19730761159936,Randomization,Randomization,"['probes', 'setaceous', 'nailbrushes', 'shebeen', 'whispering', 'unhitched', 'godetia', 'mesonium', 'sloppiest', 'best-selling']"
Mid,Original Instructions,,Randomization,Randomization,"['zitiisers', 'butterwort', 'cyberslackingisable', 'burgeoned', 'summoner', 'misbancassuranceably', 'overableism', 'vociferated', 'alkalised', 'befitting']"
Mid,Original Instructions,90.01033396249896,Randomization,Randomization,"['booed', 'massacre', 'panko', 'interjection', 'kelp', 'murk', 'poppers', 'outbudwoodisability', 'going', 'fluidities']"
Mid,Original Instructions,85.22474254893321,Randomization,Randomization,"['hornbooks', 'slimmers', 'coagulative', 'guarantors', 'wielded', 'neologist', 'biomagnetic', 'rhenium', 'womanlike', 'deinocheirid']"
Mid,Original Instructions,88.30553420439028,Randomization,Randomization,"['galvanisations', 'purlin', 'polypro', 'botulinum', 'non-inflationary', 'endostylar', 'hicks', 'malversation', 'outdraw', 'unbelievers']"
Mid,Original Instructions,,Randomization,Randomization,"['pyrotechny', 'zygotic', 'strain', 'subcategorisation', 'nowt', 'adenocarcinoma', 'chiliarchs', 'contraceptions', 'taunters', 'innatismisability']"
Mid,Original Instructions,,Randomization,Randomization,"['waterthrush', 'restrains', 'shatter', 'corkscrew', 'outlachrymationally', 'miszidovudine', 'dabigatranally', 'besoming', 'overmontelukast', 'webmaillations']"
Mid,Original Instructions,93.07410910484616,Randomization,Randomization,"['attentiveness', 'superficialities', 'recruitment', 'reperceiving', 'ribonucleoprotein', 'helm', 'fury', 'pluralization', 'mid-career', 'misorientalitally']"
Mid,Original Instructions,,Randomization,Randomization,"['splotchier', 'videographics', 'extemporarinesses', 'objectiveness', 'overbalances', 'besom', 'miswhoredommation', 'cyberintrusion', 'normalizing', 'comforters']"
Mid,Original Instructions,91.38541908188935,Randomization,Randomization,"['signalled', 'overgermaphobiaably', 'gurneys', 'outnephropexy', 'gnash', 'palpability', 'shallot', 'doctoring', 'cabbaging', 'non-nuclear']"
Mid,Original Instructions,,Randomization,Randomization,"['haploidy', 'prophetess', 'acceptant', 'advantaging', 'patriotisms', 'improperly', 'aftercooled', 'misedelweissally', 'endometritisation', 'clutches']"
Mid,Original Instructions,,Randomization,Randomization,"['overinherenction', 'compounding', 'mischloroquiniser', 'oreganos', 'foot', 'uncommercialization', 'odorous', 'miscarboxially', 'apostatism', 'glebe']"
Mid,Original Instructions,89.23350865173441,Randomization,Randomization,"['wiggled', 'jong', 'unenergetic', 'baneful', 'promisingly', 'ecash', 'strengths', 'traumas', 'papilledema', 'pro-drop']"
Mid,Original Instructions,,Randomization,Randomization,"['malvertisement', 'fleckers', 'hamburgs', 'fourteen', 'misblockworkible', 'overrosemarisers', 'cantankerousness', 'homeowner', 'veliger', 'judgers']"
Mid,Original Instructions,96.5822344810589,Randomization,Randomization,"['belonging', 'acetabular', 'consolidation', 'philistine', 'rel', 'superbike', 'dreamed', 'mistechnospeakations', 'recoupled', 'pussycat']"
Mid,Original Instructions,90.74705688988617,Randomization,Randomization,"['outsynthpopisability', 'overshadow', 'baggers', 'seedpods', 'frigid', 'hayfield', 'aestivate', 'detecting', 'heathen', 'chuppot']"
Mid,Original Instructions,,Randomization,Randomization,"['dottier', 'swede', 'anaphora', 'deodorizers', 'bushies', 'blastocyst', 'dilutely', 'abseiler', 'sabotaged', 'descriptivismisable']"
Mid,Original Instructions,,Randomization,Randomization,"['pipetting', 'mammalogy', 'brashnesses', 'missushiiser', 'overgeekdommation', 'wavefronts', 'laggier', 'guitars', 'overneuromimesisability', 'jerry-built']"
Mid,Original Instructions,88.51989072178793,Randomization,Randomization,"['softening', 'computerisation', 'overheteroeroticismisable', 'non-intuitive', 'extendible', 'scutellar', 'marksmen', 'ganjaible', 'filespace', 'folk-songs']"
Mid,Original Instructions,93.24708632011172,Randomization,Randomization,"['pantoum', 'sisters', 'easiest', 'skyward', 'boorishnesses', 'childbirth', 'intransitiveness', 'ropeable', 'diverticulosis', 'gigatons']"
Mid,Original Instructions,,Randomization,Randomization,"['obelia', 'franked', 'hyperextensions', 'miscapelliniation', 'overautogamy', 'depurated', 'monocrystals', 'foxhole', 'mid-chest', 'overreachers']"
Mid,Original Instructions,,Randomization,Randomization,"['outfettucini', 'allegations', 'enucleate', 'apolune', 'recollections', 'missalvationismible', 'gangster', 'meningococcus', 'presbyterates', 'munitioning']"
Mid,Original Instructions,90.98566075740754,Randomization,Randomization,"['overemetophobiaably', 'doted', 'ejaculated', 'dubbed', 'biohazardous', 'cytidines', 'skyjacking', 'erythema', 'despising', 'outperforming']"
Mid,Original Instructions,92.24292462761541,Randomization,Randomization,"['waitresses', 'perspicacious', 'nocking', 'peridium', 'fluvoxamination', 'boiled', 'miscyberespionageably', 'neural', 'mote', 'misropinirolations']"
Mid,Original Instructions,,Randomization,Randomization,"['heterosocialityible', 'tippers', 'segregated', 'senselessness', 'asepsisible', 'appraisee', 'outnutrosably', 'tinkle', 'chlorpromaziniser', 'ovarian']"
Mid,Original Instructions,,Randomization,Randomization,"['marl', 'abysmal', 'forint', 'ugh', 'hot-swapped', 'outparamagnetismisers', 'overantiterrorismisable', 'denuclearised', 'organicitisable', 'unmenseful']"
Mid,Original Instructions,,Randomization,Randomization,"['pralines', 'psalters', 'circlets', 'displeasure', 'microtone', 'resurrected', 'overiodination', 'incorruptibilities', 'bacteriologists', 'cybersports']"
Mid,Original Instructions,87.4556571604875,Randomization,Randomization,"['unashamedly', 'overdemonolatryible', 'nancy', 'provoke', 'sisterhood', 'explicate', 'expatriation', 'genteelisms', 'faded', 'higher-level']"
Mid,Original Instructions,91.51215284277727,Randomization,Randomization,"['pupal', 'supersaturation', 'detribalizing', 'overcyberpornally', 'epistaxis', 'dampers', 'taint', 'zeroization', 'ninetieth', 'sailors']"
Mid,Original Instructions,,Randomization,Randomization,"['rowdiest', 'misrankismally', 'formals', 'biogeographer', 'defenestrates', 'outiofendylation', 'propagandism', 'chock-full', 'briefness', 'conformal']"
Mid,Original Instructions,,Randomization,Randomization,"['femtochemistrisability', 'cruiserweight', 'overcyberlandations', 'internodial', 'cyberlibertarianismisability', 'relishing', 'grabbers', 'truffles', 'overnomophobially', 'mechanise']"
Mid,Original Instructions,86.83970093120608,Randomization,Randomization,"['indexical', 'supermassive', 'misgeogably', 'mispachangations', 'flews', 'embowered', 'richening', 'truth', 'anti-vaxxer', 'self-consciously']"
Mid,Original Instructions,94.5605783913925,Randomization,Randomization,"['mutagenesis', 'cliticises', 'sweet', 'monkfish', 'misbenchworkation', 'builders', 'barbarities', 'misapprehending', 'dunce', 'enrollers']"
Mid,Original Instructions,95.10234217554586,Randomization,Randomization,"['boudoir', 'crystallinities', 'wives', 'overorganonymisable', 'drizzled', 'nonzero', 'pace', 'settings', 'cyberbullying', 'bestiality']"
Mid,Original Instructions,,Randomization,Randomization,"['hyperdiamond', 'bulimarexics', 'gawkiness', 'biomechanists', 'repopulation', 'nigritally', 'commit', 'flotsam', 'semi-documentaries', 'contradistinctions']"
Mid,Original Instructions,,Randomization,Randomization,"['babe', 'knuckledusters', 'chanteys', 'innutritious', 'xenobiotics', 'basilects', 'enjoyablenesses', 'elementariness', 'overagnolottiations', 'misappreciates']"
Mid,Original Instructions,,Randomization,Randomization,"['eyeshotations', 'reaming', 'battleship', 'doted', 'reportages', 'tasty', 'anthraxion', 'fabulate', 'pentadelphous', 'non-electrical']"
Mid,Original Instructions,89.54051894657815,Randomization,Randomization,"['machete', 'cashpoint', 'dwells', 'uninterrupted', 'scriptures', 'yesterdays', 'overadrenalination', 'mischartismably', 'stilted', 'foil']"
Mid,Original Instructions,,Randomization,Randomization,"['outcerumenably', 'cardiologist', 'octet', 'deescalated', 'rhymesters', 'appreciations', 'diabesitications', 'miscomputed', 'biophilosophisability', 'yarmulkes']"
Mid,Original Instructions,,Randomization,Randomization,"['papillated', 'underinvesting', 'mischemosurgeryible', 'centralised', 'ostentatiousnesses', 'outflunkeyismisability', 'replicase', 'usherette', 'manspreading', 'neutralisms']"
Mid,Original Instructions,,Randomization,Randomization,"['complexer', 'pardon', 'unzipped', 'undeterred', 'warmly', 'mimic', 'mischitterlingsible', 'misdextralitication', 'outarmipotencisability', 'abstrusenesses']"
Mid,Original Instructions,,Randomization,Randomization,"['wildfowl', 'coops', 'chemophobia', 'incognitos', 'mismindwarally', 'viewers', 'doorstop', 'ninetysomething', 'eclectics', 'impecuniousnesses']"
Mid,Original Instructions,,Randomization,Randomization,"['cesspool', 'injunctives', 'cristobalite', 'complexer', 'overubiquitarianismation', 'overdefconers', 'tick-tocking', 'hexamerous', 'intersperse', 'hashers']"
Mid,Original Instructions,,Randomization,Randomization,"['journalise', 'overbiowarfarations', 'vermiculated', 'achievers', 'thunderfly', 'ennoblements', 'impression', 'non-respondents', 'makeweight', 'goatsuckers']"
Mid,Original Instructions,,Randomization,Randomization,"['misbutterscotchations', 'loris', 'chairing', 'outblepharitisible', 'patballation', 'formalizing', 'conjugatenesses', 'endosymbionts', 'live', 'scriveners']"
Mid,Original Instructions,,Randomization,Randomization,"['bombsite', 'monospermous', 'unsifted', 'oiliest', 'atomisms', 'matrilineage', 'overneurofeedbackation', 'impacting', 'misblingisability', 'oglers']"
Mid,Original Instructions,,Randomization,Randomization,"['prophecy', 'beefeaters', 'amphibious', 'overephebophiliaably', 'overjewellerications', 'apnoeaation', 'punchbags', 'subverters', 'verse', 'tumbling']"
Mid,Original Instructions,,Randomization,Randomization,"['yodelled', 'subsequent', 'bitstream', 'deserted', 'misgobbledegookisable', 'nifedipinally', 'photostereograph', 'engagement', 'them', 'deuces']"
Mid,Original Instructions,,Randomization,Randomization,"['overtechnoisable', 'pleonastic', 'polynucleotide', 'apotheosising', 'formidable', 'pupped', 'telepathised', 'replies', 'milfoil', 'televisions']"
Mid,Original Instructions,,Randomization,Randomization,"['photophone', 'non-reciprocating', 'overatompunkation', 'improves', 'peladic', 'overtamsulosinisability', 'imam', 'consumer', 'appreciably', 'denialists']"
Mid,Original Instructions,86.96699427678963,Randomization,Randomization,"['monopolism', 'childbed', 'outbiowarfaration', 'unmethodical', 'corncockle', 'underprepared', 'feldspathic', 'parings', 'misdecanalisable', 'had']"
Mid,Original Instructions,,Randomization,Randomization,"['variegate', 'palletise', 'balneologist', 'prayerbook', 'butterscotchally', 'misalign', 'overradiotelemetriably', 'reductions', 'overfieldcraft', 'vendor']"
Mid,Original Instructions,88.63491219182988,Randomization,Randomization,"['unswayed', 'diuresis', 'sluing', 'begriming', 'misgermaphobiatisable', 'qualitatives', 'blockheaded', 'course', 'potentiostat', 'forwent']"
Mid,Original Instructions,,Randomization,Randomization,"['periodogram', 'misomnisexualiticativeness', 'untormented', 'misabsurdismisability', 'stable-girls', 'installed', 'harlequins', 'opera', 'tint', 'responsively']"
Mid,Original Instructions,,Randomization,Randomization,"['bowstrung', 'racings', 'porpoised', 'outableismisability', 'signposting', 'jeopardizing', 'theoreticism', 'stogie', 'pastis', 'monsoons']"
Mid,Original Instructions,,Randomization,Randomization,"['misdatalogications', 'faded', 'eyestalk', 'tourniquets', 'repliers', 'grime', 'ayahuascaible', 'brevetting', 'equalitarianismably', 'pentacle']"
Mid,Original Instructions,88.37863677518963,Randomization,Randomization,"['biohazard', 'unsettled', 'wisps', 'whiteflies', 'asceticism', 'threaten', 'overdoxazosinativeness', 'perpetrator', 'palmers', 'photoemissive']"
